time,close,EMA,EMA,EMA,Volume
1988-03-31,75982200000000,50226785381846.08,69555776290851.8,21053762672841.242,NaN
1988-04-30,76362800000000,51251727131577.6,70917181032681.44,21604101352713.47,NaN
1988-05-31,79009900000000,52340282930339.266,72535724826145.16,22175303329303.383,NaN
1988-06-30,81415200000000,53480475756600.47,74311619860916.12,22764755037469.52,NaN
1988-07-31,82643100000000,54624108079871.04,75977915888732.9,23360559464957.387,NaN
1988-08-31,84968500000000,55814084233601.586,77776032710986.33,23973573798639.402,NaN
1988-09-30,87169600000000,57043712302872.11,79654746168789.06,24602389979747.47,NaN
1988-10-31,89218900000000,58305484369426.14,81567576935031.25,25245340328207.69,NaN
1988-11-30,91711100000000,59615508511801.586,83596281548025,25906691170713.086,NaN
1988-12-31,90917500000000,60843037589770.15,85060525238420,26553564890407.484,NaN
1989-01-31,93255900000000,62114130233308.57,86699600190736,27217269717368.605,NaN
1989-02-28,93586900000000,63348356498669.016,88077060152588.8,27877664048539.066,NaN
1989-03-31,96222500000000,64637538596760.43,89706148122071.03,28557712167459.074,NaN
1989-04-30,96540400000000,65888631200809.04,91072998497656.83,29234156822509.234,NaN
1989-05-31,98717400000000,67176033898816.53,92601878798125.47,29925532376514.117,NaN
1989-06-30,99746100000000,68453291392980.586,94030723038500.38,30620264392668.207,NaN
1989-07-31,101665500000000,69755730946197.03,95557678430800.3,31327182159905.34,NaN
1989-08-31,104159300000000,71104890516934.4,97278002744640.23,32051879849856.53,NaN
1989-09-30,105619800000000,72458416379015.4,98946362195712.19,32783898955828.11,NaN
1989-10-31,107500600000000,73832619658269.7,100657209756569.75,33527348717461.66,NaN
1989-11-30,109846700000000,75244936534415.98,102495107805255.8,34286745247636.17,NaN
1989-12-31,114191800000000,76772264513458.5,104834446244204.64,35081820419301.484,NaN
1990-01-31,117505400000000,78369642375675.81,107368636995363.72,35901955539507.44,NaN
1990-02-28,119911500000000,79998734831531.66,109877209596290.97,36737871404785.97,NaN
1990-03-31,122739800000000,81674855034216.69,112449727677032.78,37593611987822.92,NaN
1990-04-30,124119700000000,83339358758365.05,114783722141626.22,38454568087446.58,NaN
1990-05-31,125995700000000,85012156454115.44,117026117713300.97,39325624126377.46,NaN
1990-06-30,128388800000000,86713201299052.1,119298654170640.78,40211824881338.88,NaN
1990-07-31,129255400000000,88381522816736.33,121290003336512.62,41097830603912.625,NaN
1990-08-31,132782200000000.02,90122725843530.98,123588442669210.11,42010112886460.76,NaN
1990-09-30,133746000000000,91833442477118,125619954135368.1,42922907783112.89,NaN
1990-10-31,136451700000000.02,93583178066250.62,127786303308294.48,43853542531539.625,NaN
1990-11-30,140179200000000.02,95410473044044.72,130264882646635.6,44812006784957.14,NaN
